sku,marca,descripcion,monto_total,unidades_totales,meses_con_venta,monto_acum,pct_acum,categoria_abc
613-200-030-000,CONDOR,MOSQUETON CINTA DE ANCLAJE CONECTOR G8 8mm,103385,13,4,539679009.6397849,0.9832432294310788,C
516-130-010-015,CONDOR,"CINTA TUBULAR QOS 1t X 1,5m",103256,1,1,539782265.6397849,0.9834313519281274,C
190-180-020-000,CONDOR,CABLE 6X19 IWRC GALV 1/4,102510,100,1,539884775.6397849,0.9836181152849536,C
928-110-230-060,CONDOR,CINTA RATCHET DE EXPEDICION GDJ - GDJ 2 X 6m,102050,10,2,539986825.6397849,0.9838040405660395,C
559-390-080-020,CONDOR,CORDINO DE ANCLAJE OJ/OJ 1R 6X19 FC GALV 3/4 X 2m,101839,4,1,540088664.6397849,0.9839895814254271,C
613-145-020-000,CONDOR,MOSQUETON DE ANCLAJE HORIZONTAL IZQUIERDO,101389,2,1,540190053.6397849,0.9841743024281123,C
613-145-030-000,CONDOR,MOSQUETON DE ANCLAJE HORIZONTAL DERECHO,101389,2,1,540291442.6397849,0.9843590234307974,C
910-190-020-000,CONDOR,TENSOR PALANCA 3/8 - 1/2,101013,4,1,540392455.6397849,0.9845430593976601,C
613-340-020-000,CONDOR,MOSQUETON OJO ALEADO CON SEGURO 2t,99880,20,1,540492335.6397849,0.9847250311475362,C
613-180-010-000,CONDOR,MOSQUETON PATA DE ELEFANTE G8 13mm,99799,10,1,540592134.6397849,0.9849068553232059,C
271-150-140-000,CONDOR,ANCLAJE DE EXPANSION CON HOMBRO Y TUERCA 1.1/4 X 12,99457,4,1,540691591.6397849,0.9850880564077817,C
613-270-065-000,CONDOR,MOSQUETON GIRATORIO ALEADO 5t,97622,3,2,540789213.6397849,0.9852659142989152,C
559-390-050-012,CONDOR,"CORDINO DE ANCLAJE OJ/OJ 1R 6X19 FC GALV 1/2 X 1,2m",97176,6,1,540886389.6397849,0.9854429596209613,C
925-045-005-000,CONDOR,EXTREMO UNIVERSAL,97156,2,1,540983545.6397849,0.9856199685049317,C
424-100-010-030,CONDOR,CINTA PLANA EE2-601 X 3m TIPO 3,96085,12,3,541079630.6397849,0.9857950261299502,C
541-120-015-020,CONDOR,CINTA TUBULAR EE 15t X 2m,95477,1,1,541175107.6397849,0.9859689760374685,C
190-110-080-000,CONDOR,CABLE 6X19 FC GALV 7/16,94144,32,1,541269251.6397849,0.9861404973472436,C
264-280-010-000,CONDOR,CRAMPON 10 PUNTAS CON ANTIBOTAS 1806 ALLOY STEEL,94015,2,2,541363266.6397849,0.9863117836314307,C
820-200-040-000,CONDOR,"SEGURO PARA WINCHE Y PALANCA 1,5T (B015)",93938,24,3,541457204.6397849,0.9864829296290264,C
559-400-080-140,CONDOR,CORDINO DE ANCLAJE OJ/OJ 1R 6X19 SC ENGR 3/4 X 14m,92834,1,1,541550038.6397849,0.9866520642448454,C
388-110-015-000,CONDOR,ANILLO MAESTRO DOBLE G8 18mm,92070,5,2,541642108.6397849,0.986819806926174,C
883-110-080-000,CONDOR,SEGURO ESTAMPADO PARA MOSQUETON OJO 10t,90900,14,3,541733008.6397849,0.9869854179800761,C
559-340-050-055,CONDOR,"CORDINO DE ANCLAJE GU/GU 1R 6X19 FC ENGR 1/2 X 5,5m",89538,4,1,541822546.6397849,0.9871485476010253,C
DIF-420-180-016,ANDINA,"DISCO DE CORTE PARA ACERO INOXIDABLE 7 180 X 1,6 X 22",89528,110,3,541912074.6397849,0.9873116590029367,C
883-120-050-000,CONDOR,SEGURO FUNDIDO PARA MOSQUETON CINTA G8 16mm,89340,10,1,542001414.6397849,0.9874744278869368,C
388-110-050-000,CONDOR,ANILLO MAESTRO DOBLE G8 30mm,88804,1,1,542090218.6397849,0.9876362202305092,C
613-460-010-000,CONDOR,MOSQUETON DE SEGURO GIRATORIO G8 6mm,87920,4,1,542178138.6397849,0.987796402011137,C
397-230-010-020,CONDOR,CINTA G8 DOS2A 6mm X 2m,87228,2,1,542265366.6397849,0.9879553230343469,C
271-160-050-000,CONDOR,ANCLAJE MECANICO CON HOMBRO 1/2 X 1.1/2,85995,10,3,542351361.6397849,0.9881119976501919,C
190-100-040-000,CONDOR,CABLE 6X19 FC ENGR 3/8,85715,50,2,542437076.6397849,0.9882681621329775,C
397-440-010-015,CONDOR,"CINTA G8 QOS4A 6mm X 1,5m",82202,1,1,542519278.6397849,0.9884179262677725,C
541-130-001-010,CONDOR,CINTA TUBULAR EN 1t X 1m,82050,16,5,542601328.6397849,0.9885674134731923,C
739-110-011-000,CONDOR,"POLEA DE RESCATE SIMPLE CON CONECTOR RAPIDO 1,5t",81383,1,1,542682711.6397849,0.9887156854687889,C
910-150-140-000,CONDOR,TENSOR OJO - OJO 1 X 12,80892,3,1,542763603.6397849,0.9888630629096277,C
541-130-002-020,CONDOR,CINTA TUBULAR EN 2t X 2m,80884,8,2,542844487.6397849,0.9890104257752361,C
613-250-040-000,CONDOR,MOSQUETON FUNDIDO CON OJO G8 13mm,80272,2,1,542924759.6397849,0.9891566736357293,C
613-350-070-000,CONDOR,MOSQUETON CON OJO Y SEGURO 3t,80270,11,4,543005029.6397849,0.989302917852415,C
271-150-130-000,CONDOR,ANCLAJE DE EXPANSION CON HOMBRO Y TUERCA 1 X 9,79774,6,2,543084803.6397849,0.989448258404824,C
559-340-050-030,CONDOR,CORDINO DE ANCLAJE GU/GU 1R 6X19 FC ENGR 1/2 X 3m,79329,4,1,543164132.6397849,0.9895927882100496,C
613-110-060-000,CONDOR,MOSQUETON ACORTADOR G8 13mm,76566,4,1,543240698.6397849,0.9897322840951218,C
820-200-030-000,CONDOR,SEGURO PARA WINCHE Y PALANCA (B010) 1T,75703,22,3,543316401.6397849,0.9898702076772291,C
388-130-020-000,CONDOR,ANILLO MAESTRO SIMPLE G8 16mm,73838,9,3,543390239.6397849,0.9900047334087805,C
415-100-020-030,CONDOR,CINTA PLANA EE1-602 X 3m TIPO 3,72270,5,2,543462509.6397849,0.9901364023951996,C
820-200-060-000,CONDOR,SEGURO PARA WINCHE Y PALANCA 3T (B030),71569,17,2,543534078.6397849,0.9902667942270668,C
451-100-020-005,CONDOR,"CINTA PLANA EN1-602 X 0,5m TIPO 5",70044,12,2,543604122.6397849,0.9903944076556643,C
910-130-100-000,CONDOR,TENSOR CONECTOR RAPIDO - CONECTOR RAPIDO 5/8 X 9,69980,5,1,543674102.6397849,0.9905219044824197,C
397-570-030-010,CONDOR,CINTA G8 SOSH 10mm X 1m,69901,1,1,543744003.6397849,0.9906492573787763,C
631-130-160-000,CONDOR,CONECTOR RAPIDO OVALADO ROSCADO 1.1/8,69795,3,1,543813798.6397849,0.9907764171533319,C
631-140-030-000,CONDOR,CONECTOR RAPIDO OVALADO PERNO-CHAVETA 1/2,69277,19,4,543883075.6397849,0.9909026331817276,C
559-380-050-016,CONDOR,"CORDINO DE ANCLAJE OJ/OJ 1R 6X19 FC ENGR 1/2 X 1,6m",69114,5,4,543952189.6397849,0.9910285522398067,C
631-180-100-000,CONDOR,CONECTOR RAPIDO RECTO ROSCADO 3/4,69084,8,3,544021273.6397849,0.9911544166407723,C
910-140-140-000,CONDOR,TENSOR OJO - CONECTOR RAPIDO 1 X 12,68074,2,1,544089347.6397849,0.9912784409189167,C
559-451-050-015,CONDOR,"CORDINO DE ANCLAJE OJ/GU 1R 6X19 SC GALV 1/2 X 1,5m",67754,4,1,544157101.6397849,0.9914018821878505,C
271-200-030-000,CONDOR,ANCLAJE HEMBRA M10,67680,30,1,544224781.6397849,0.9915251886359044,C
271-170-060-000,CONDOR,ANCLAJE MECANICO CON HOMBRO M16,67416,4,1,544292197.6397849,0.9916480141013594,C
264-290-120-000,CONDOR,CRAMPON 10 PUNTAS CON ANTIBOTAS 2833 ALLOY STEEL,66398,1,1,544358595.6397849,0.9917689848687631,C
271-150-070-000,CONDOR,ANCLAJE DE EXPANSION CON HOMBRO Y TUERCA 1/2 X 3.1/4,66027,20,3,544424622.6397849,0.9918892797098632,C
DIF-100-130-000,ANDINA,PALA DE MONTANA MANGO LARGO,65994,10,1,544490616.6397849,0.9920095144281383,C
807-100-020-005,CONDOR,"CINTA PLANA AMARRE DE CARGA EE2-602 X 0,5m TIPO 3",65810,10,1,544556426.6397849,0.9921294139161174,C
271-170-050-000,CONDOR,ANCLAJE MECANICO CON HOMBRO M14,65520,4,1,544621946.6397849,0.9922487850519993,C
910-130-020-000,CONDOR,TENSOR CONECTOR RAPIDO - CONECTOR RAPIDO 3/8 X 6,64765,20,2,544686711.6397849,0.9923667806505249,C
622-100-170-000,CONDOR,JOCKEY EVEREST,62078,9,5,544748789.6397849,0.9924798807935846,C
541-130-001-015,CONDOR,"CINTA TUBULAR EN 1t X 1,5m",62026,8,4,544810815.6397849,0.9925928861976476,C
613-450-010-000,CONDOR,MOSQUETON DE SEGURO CONECTOR G8 6mm,61488,4,1,544872303.6397849,0.9927049114174753,C
424-100-030-050,CONDOR,CINTA PLANA EE2-603 X 5m TIPO 3,60340,2,1,544932643.6397849,0.9928148450917597,C
424-100-010-120,CONDOR,CINTA PLANA EE2-601 X 12m TIPO 3,60032,2,1,544992675.6397849,0.9929242176196789,C
264-260-030-000,CONDOR,CRAMPON TIPO ARANA KND-70,59908,2,2,545052583.6397849,0.9930333642315289,C
613-110-020-000,CONDOR,MOSQUETON ACORTADOR G8 8mm,59611,13,4,545112194.6397849,0.9931419697379552,C
631-180-110-000,CONDOR,CONECTOR RAPIDO RECTO ROSCADO 7/8,58133,5,1,545170327.6397849,0.9932478824705899,C
927-010-010-000,CONDOR,"CINTA DE ANCLAJE X 1,6m",57796,4,1,545228123.6397849,0.9933531812216496,C
271-170-040-000,CONDOR,ANCLAJE MECANICO CON HOMBRO M12,57300,5,1,545285423.6397849,0.9934575763084328,C
883-110-070-000,CONDOR,SEGURO ESTAMPADO PARA MOSQUETON OJO 5t,56917,19,3,545342340.6397849,0.9935612736060669,C
928-110-220-045,CONDOR,"CINTA RATCHET DE EXPEDICION GDJ - GDJ 1.1/2 X 4,5m",56345,4,1,545398685.6397849,0.9936639287747371,C
424-100-010-012,CONDOR,"CINTA PLANA EE2 X 1,2m TIPO 3",56040,10,1,545454725.6397849,0.9937660282627533,C
559-340-050-020,CONDOR,CORDINO DE ANCLAJE GU/GU 1R 6X19 FC ENGR 1/2 X 2m,55644,4,1,545510369.6397849,0.9938674062768713,C
640-110-060-000,CONDOR,GUARDACABO PARA CUERDA 1/2,55242,30,2,545565611.6397849,0.9939680518856684,C
271-160-080-000,CONDOR,ANCLAJE MECANICO CON HOMBRO 3/4 X 2,54240,4,1,545619851.6397849,0.9940668719468747,C
415-100-040-030,CONDOR,CINTA PLANA EE1-604 X 3m TIPO 3,53634,2,1,545673485.6397849,0.9941645879343882,C
424-100-030-025,CONDOR,"CINTA PLANA EE2-603 X 2,5m TIPO 3",53624,3,3,545727109.6397849,0.994262285702864,C
271-150-110-000,CONDOR,ANCLAJE DE EXPANSION CON HOMBRO Y TUERCA 3/4 X 4.1/2,52862,10,1,545779971.6397849,0.994358595180657,C
910-210-010-000,CONDOR,TENSOR PULPO RESORTE LIVIANO,52669,5,1,545832640.6397849,0.9944545530310196,C
613-250-030-000,CONDOR,MOSQUETON FUNDIDO CON OJO G8 10mm,52666,3,1,545885306.6397849,0.9945505054156709,C
424-100-040-030,CONDOR,CINTA PLANA EE2-604 X 3m TIPO 3,51488,2,1,545936794.6397849,0.9946443115976655,C
388-110-040-000,CONDOR,ANILLO MAESTRO DOBLE G8 25mm,50770,1,1,545987564.6397849,0.9947368096527438,C
264-300-010-000,CONDOR,CRAMPON 8 PUNTAS SIN ANTIBOTAS 1206 CARBON STEEL,49495,1,1,546037059.6397849,0.9948269847804982,C
442-100-020-010,CONDOR,CINTA PLANA EE4-602 X 1m TIPO 3,49470,4,2,546086529.6397849,0.9949171143606582,C
190-100-060-000,CONDOR,CABLE 6X19 FC ENGR 1/2,48994,20,1,546135523.6397849,0.9950063767146173,C
559-451-070-016,CONDOR,"CORDINO DE ANCLAJE OJ/GU 1R 6X19 SC GALV 5/8 X 1,6m",48398,2,1,546183921.6397849,0.9950945532139215,C
424-100-040-016,CONDOR,"CINTA PLANA EE2 X 1,6m TIPO 3",48376,2,1,546232297.6397849,0.9951826896313425,C
920-005-015-000,CONDOR,ARNES SEGURIDAD 4 ARGOLLAS CON PROTECCION LUMBAR,47112,3,2,546279409.6397849,0.9952685231623813,C
820-200-100-000,CONDOR,SEGURO PARA WINCHE Y PALANCA 10T,46008,4,2,546325417.6397849,0.9953523453116435,C
622-110-100-000,CONDOR,MOCHILA VINSON,45439,2,2,546370856.6397849,0.995435130797653,C
631-130-050-000,CONDOR,CONECTOR RAPIDO OVALADO ROSCADO 7/16,45198,18,2,546416054.6397849,0.9955174772048506,C
325-120-020-000,CONDOR,GRAPA PARA CABLE DE VIA FERRATA 3/16,44747,80,2,546460801.6397849,0.995599001933442,C
325-120-120-000,CONDOR,GRAPA PARA CABLE DE VIA FERRATA 1,43950,6,1,546504751.6397849,0.995679074604718,C
DIF-230-100-160,ANDINA,MARTILLO MANGO DE FIBRA 16 onz,42690,6,3,546547441.6397849,0.9957568516772273,C
921-005-005-000-N,CONDOR,"AMORTIGUADOR EN Y CINTA PLANA X 1,8m",41888,2,1,546589329.6397849,0.9958331675829022,C
264-290-010-000,CONDOR,CRAMPON 10 PUNTAS CON ANTIBOTAS 2801 ALLOY STEEL,41792,1,1,546631121.6397849,0.995909308585814,C
DIF-600-800-006,ANDINA,UNION RAPIDA COMERCIAL 6mm (1/4),41780,115,2,546672901.6397849,0.9959854277258803,C
271-160-070-000,CONDOR,ANCLAJE MECANICO CON HOMBRO 5/8 X 1.3/4,41750,4,1,546714651.6397849,0.9960614922088331,C
415-100-040-015,CONDOR,"CINTA PLANA EE1-604 X 1,5m TIPO 3",41560,2,1,546756211.6397849,0.9961372105300671,C
415-100-020-020,CONDOR,CINTA PLANA EE1-602 X 2m TIPO 3,41476,4,2,546797687.6397849,0.9962127758113832,C
541-130-002-005,CONDOR,"CINTA TUBULAR EN 2t X 0,5m",41414,8,2,546839101.6397849,0.9962882281346649,C
775-110-010-000,CONDOR,PROTECTOR PLASTICO RATCHET 50 -100 mm,41073,15,2,546880174.6397849,0.9963630591887565,C
622-100-150-000,CONDOR,JOCKEY DENALI,40688,6,2,546920862.6397849,0.9964371888098914,C
622-100-160-000,CONDOR,JOCKEY OSORNO,40688,6,6,546961550.6397849,0.9965113184310264,C
424-100-020-035,CONDOR,"CINTA PLANA EE2-602 X 3,5m TIPO 3",40113,2,1,547001663.6397849,0.996584400457486,C
820-200-020-000,CONDOR,"SEGURO PARA WINCHE DE PALANCA 0,75T (B075)",39879,12,2,547041542.6397849,0.9966570561584602,C
264-280-040-000,CONDOR,CRAMPON 10 PUNTAS CON ANTIBOTAS 1830 ALLOY STEEL,39101,1,1,547080643.6397849,0.9967282944182911,C
910-110-130-000,CONDOR,TENSOR MOSQUETON - MOSQUETON 1 X 12,37750,1,1,547118393.6397849,0.9967970712861107,C
541-130-002-015,CONDOR,"CINTA TUBULAR EN 2t X 1,5m",37741,3,2,547156134.6397849,0.9968658317567963,C
559-340-060-004,CONDOR,"CORDINO DE ANCLAJE GU/GU 1R 6X19 FC ENGR 9/16 X 0,4m",37366,2,1,547193500.6397849,0.9969339090135632,C
442-100-040-015,CONDOR,"CINTA PLANA EE4-604 X 1,5m TIPO 3",36954,1,1,547230454.6397849,0.9970012356459713,C
DIF-300-120-020,ANDINA,SET 13 BROCAS PARA METAL 2 A 8mm,35255,6,5,547265709.6397849,0.9970654668638516,C
640-110-030-000,CONDOR,GUARDACABO PARA CUERDA 3/8,34978,18,2,547300687.6397849,0.9971291934143839,C
415-100-010-010,CONDOR,CINTA PLANA EE1-601 X 1m TIPO 3,34944,8,1,547335631.6397849,0.9971928580201875,C
264-260-060-000,CONDOR,CRAMPON TIPO ARANA KND-100 ALLOY STEEL,34851,1,1,547370482.6397849,0.9972563531889393,C
910-120-040-000,CONDOR,TENSOR MOSQUETON - OJO 1/2 X 12,33917,3,1,547404399.6397849,0.9973181466995577,C
DIF-240-080-200,ANDINA,LLAVE AJUSTABLE 8 X 200mm,33775,10,1,547438174.6397849,0.9973796814998387,C
433-100-030-025,CONDOR,"CINTA PLANA EE3-603 X 2,5m TIPO 3",33640,2,1,547471814.6397849,0.9974409703431089,C
559-400-060-010,CONDOR,CORDINO DE ANCLAJE OJ/OJ 1R 6X19 SC ENGR 9/16 X 1m,33398,2,1,547505212.6397849,0.9975018182856636,C
883-120-060-000,CONDOR,SEGURO FUNDIDO MOSQUETON CINTA G8 20mm,33240,3,1,547538452.6397849,0.9975623783674206,C
415-100-020-040,CONDOR,CINTA PLANA EE1-602 X 4m TIPO 3,32270,2,1,547570722.6397849,0.9976211712025077,C
559-380-030-015,CONDOR,"CORDINO DE ANCLAJE OJ/OJ 6X19 FC ENGR 3/8 X 1,5m",32154,3,1,547602876.6397849,0.9976797526967559,C
DIF-420-115-010,ANDINA,"DISCO DE CORTE PARA ACERO/ACERO INOXIDABLE 4,5 115 X 1 X 22",32045,100,1,547634921.6397849,0.9977381356034919,C
DIF-100-120-000,ANDINA,PALA RECTANGULAR DE CAMPAMENTO,32013,5,1,547666934.6397849,0.9977964602093067,C
442-100-020-050,CONDOR,CINTA PLANA EE4-602 X 5m TIPO 3,31749,1,1,547698683.6397849,0.9978543038325227,C
820-200-010-000,CONDOR,"SEGURO PARA WINCHE Y PALANCA 0,5T (B005)",31602,9,2,547730285.6397849,0.9979118796358826,C
613-520-010-000,CONDOR,MOSQUETON VIKINGO 3t,31108,8,1,547761393.6397849,0.9979685554187735,C
631-130-010-000,CONDOR,CONECTOR RAPIDO OVALADO ROSCADO 1/4,30971,25,2,547792364.6397849,0.9980249816008462,C
271-160-030-000,CONDOR,ANCLAJE MECANICO CON HOMBRO 3/8 X 1.1/4,30342,4,1,547822706.6397849,0.9980802618054391,C
DIF-410-115-080,ANDINA,"DISCO TRASLAPADO 4,5 -115 X 22. GRANO 80",29453,50,1,547852159.6397849,0.9981339223375687,C
397-570-010-010,CONDOR,CINTA G8 SOSH 6mm X 1m,29197,1,1,547881356.6397849,0.9981871164623297,C
820-110-200-000,CONDOR,RTC MOSQUETON INFERIOR 1t (7B),28762,4,1,547910118.6397849,0.9982395180589451,C
631-140-080-000,CONDOR,CONECTOR RAPIDO OVALADO PERNO-CHAVETA 1,28740,2,1,547938858.6397849,0.9982918795736772,C
920-005-010-003,CONDOR,ARNES SEGURIDAD 4 ARGOLLAS XL,28712,2,1,547967570.6397849,0.9983441900751032,C
424-100-010-005,CONDOR,"CINTA PLANA EE2-601 X 0,5m TIPO 3",27183,10,3,547994753.6397849,0.9983937148856448,C
541-130-003-020,CONDOR,CINTA TUBULAR EN 3t X 2m,27182,2,1,548021935.6397849,0.9984432378742825,C
910-150-090-000,CONDOR,TENSOR OJO - OJO 5/8 X 12,26720,2,1,548048655.6397849,0.9984919191433722,C
433-100-030-015,CONDOR,"CINTA PLANA EE3-603 X 1,5m TIPO 3",26059,1,1,548074714.6397849,0.9985393961340613,C
910-140-030-000,CONDOR,TENSOR OJO - CONECTOR RAPIDO 1/2 X 9,26036,3,1,548100750.6397849,0.9985868312209634,C
388-130-040-000,CONDOR,ANILLO MAESTRO SIMPLE G8 22mm,25909,2,2,548126659.6397849,0.9986340349260849,C
DIF-100-140-000,ANDINA,PALA PLEGABLE DE EXCAVACION EXPEDICION,25795,2,2,548152454.6397849,0.9986810309341752,C
325-120-090-000,CONDOR,GRAPA PARA CABLE DE VIA FERRATA 5/8,25705,11,2,548178159.6397849,0.998727862970925,C
613-350-040-000,CONDOR,MOSQUETON CON OJO Y SEGURO 2t,25560,4,1,548203719.6397849,0.9987744308316261,C
559-400-070-016,CONDOR,"CORDINO DE ANCLAJE OJ/OJ 6X19 SC ENGR 5/8 X 1,6m",25523,1,1,548229242.6397849,0.9988209312818873,C
820-110-210-000,CONDOR,RTC MOSQUETON INFERIOR 2t (7C),24280,2,1,548253522.6397849,0.9988651671057459,C
271-160-010-000,CONDOR,ANCLAJE MECANICO CON HOMBRO 1/4 X 1,23840,4,1,548277362.6397849,0.9989086012919398,C
613-110-010-000,CONDOR,MOSQUETON ACORTADOR G8 6mm,22771,5,2,548300133.6397849,0.9989500878629893,C
DIF-510-016-000,ANDINA,NIVEL DE ALUMINIO 16,22201,4,1,548322334.6397849,0.9989905359488824,C
424-100-010-040,CONDOR,CINTA PLANA EE2-601 X 4m TIPO 3,20065,2,1,548342399.6397849,0.9990270924482944,C
271-200-060-000,CONDOR,ANCLAJE HEMBRA M20,19553,3,1,548361952.6397849,0.9990627161329693,C
820-200-070-000,CONDOR,SEGURO PARA WINCHE MANUAL 5T Y PALANCA 6T (B050),19208,4,2,548381160.6397849,0.9990977112608389,C
613-350-080-000,CONDOR,MOSQUETON CON OJO Y SEGURO 5t,18943,1,1,548400103.6397849,0.999132223584206,C
622-100-110-000,CONDOR,JOCKEY ACONCAGUA,18600,3,3,548418703.6397849,0.9991661109945754,C
910-220-010-000,CONDOR,TENSOR PULPO RESORTE REFORZADO,18075,1,1,548436778.6397849,0.9991990419054586,C
559-390-030-007,CONDOR,"CORDINO DE ANCLAJE OJ/OJ 1R 6X19 FC GALV 3/8 X 0,7m",17519,2,1,548454297.6397849,0.9992309598378382,C
388-130-010-000,CONDOR,ANILLO MAESTRO SIMPLE G8 13mm,17263,1,1,548471560.6397849,0.9992624113628493,C
613-250-010-000,CONDOR,MOSQUETON FUNDIDO CON OJO G8 6mm,16742,2,2,548488302.6397849,0.9992929136759894,C
DIF-100-100-020,ANDINA,PALA PUNTA REDONDA PLEGABLE REFORZADA EN FIBRA,16524,2,2,548504826.6397849,0.9993230188141047,C
883-110-020-000,CONDOR,SEGURO ESTAMPADO PARA MOSQUETON OJO 1t,16188,12,1,548521014.6397849,0.9993525117925487,C
883-120-021-000,CONDOR,SEGURO FUNDIDO MOSQUETON CINTA G8 8mm,16030,7,2,548537044.6397849,0.9993817169101951,C
928-110-220-020,CONDOR,CINTA RATCHET DE EXPEDICION GDJ - GDJ 1.1/2 X 2m,15496,2,1,548552540.6397849,0.999409949131221,C
271-150-050-000,CONDOR,ANCLAJE DE EXPANSION CON HOMBRO Y TUERCA 3/8 X 2.1/2,15280,10,1,548567820.6397849,0.99943778782103,C
541-130-001-005,CONDOR,"CINTA TUBULAR EN 1t X 0,5m",14577,4,2,548582397.6397849,0.9994643457124791,C
613-260-020-000,CONDOR,MOSQUETON GIRATORIO 1t,14542,2,1,548596939.6397849,0.9994908398372959,C
910-120-070-000,CONDOR,TENSOR MOSQUETON - OJO 5/8 X 12,14378,1,1,548611317.6397849,0.9995170351698922,C
415-100-020-015,CONDOR,"CINTA PLANA EE1-602 X 1,5m TIPO 3",14216,2,1,548625533.6397849,0.9995429353540756,C
325-120-060-000,CONDOR,GRAPA PARA CABLE DE VIA FERRATA 7/16,14100,6,1,548639633.6397849,0.9995686241974202,C
559-400-050-012,CONDOR,"CORDINO DE ANCLAJE OJ/OJ 1R 6X19 SC ENGR 1/2 X 1,2m",13943,1,1,548653576.6397849,0.9995940270018707,C
271-150-120-000,CONDOR,ANCLAJE DE EXPANSION CON HOMBRO Y TUERCA 3/4 X 6,13760,2,1,548667336.6397849,0.999619096397929,C
883-110-075-000,CONDOR,"SEGURO ESTAMPADO PARA MOSQUETON OJO 7,5t",13541,4,2,548680877.6397849,0.9996437667970587,C
DIF-500-008-000,ANDINA,CINTA METRICA 8m X 25mm,13222,3,3,548694099.6397849,0.9996678560088814,C
424-100-020-016,CONDOR,"CINTA PLANA EE2 X 1,6m TIPO 3",12071,1,1,548706170.6397849,0.9996898482094497,C
640-110-100-000,CONDOR,GUARDACABO PARA CUERDA 5/8,11969,7,3,548718139.6397849,0.999711654575832,C
622-100-095-000,CONDOR,BOTELLA LLAIMA,11830,2,2,548729969.6397849,0.9997332076975884,C
415-100-010-020,CONDOR,CINTA PLANA EE1-601 X 2m TIPO 3,11638,3,1,548741607.6397849,0.9997544110138186,C
541-120-001-015,CONDOR,"CINTA TUBULAR EE 1t X 1,5m",11510,1,1,548753117.6397849,0.9997753811263643,C
361-110-040-000,CONDOR,GIRO ANTITORSION OJO - OJO 1/2,9916,2,1,548763033.6397849,0.9997934471242795,C
622-100-120-000,CONDOR,GORRO TRONADOR,9660,2,1,548772693.6397849,0.9998110467148262,C
DIF-100-110-010,ANDINA,PALA CUADRADA PLEGABLE REFORZADA EN FIBRA,9485,1,1,548782178.6397849,0.9998283274722108,C
613-250-020-000,CONDOR,MOSQUETON FUNDIDO CON OJO G8 8mm,9271,1,1,548791449.6397849,0.9998452183421859,C
622-100-090-000,CONDOR,BOTELLA PUNTIAGUDO,8450,1,1,548799899.6397849,0.9998606134291548,C
DIF-600-361-012,ANDINA,GIRO ANTITORSION COMERCIAL 1/2,8109,10,1,548808008.6397849,0.9998753872469336,C
DIF-230-100-200,ANDINA,MARTILLO MANGO DE FIBRA 20 onz,7951,1,1,548815959.6397849,0.9998898732039145,C
298-110-050-000,CONDOR,CASQUILLO DE PRENSADO PARA CUERDA 5/8,6502,2,2,548822461.6397849,0.9999017192223136,C
622-100-180-000,CONDOR,TAZON TERMICO OSORNO,6035,1,1,548828496.6397849,0.9999127144116459,C
DIF-300-120-010,ANDINA,SET 6 BROCAS PARA METAL 2 A 8mm,5814,2,1,548834310.6397849,0.9999233069602419,C
DIF-300-100-125,ANDINA,BROCA PARA METAL TOMA REDUCIDA 12.5mm,5360,1,1,548839670.6397849,0.9999330723645204,C
DIF-220-100-060,ANDINA,ALICATE UNIVERSAL 6,4630,2,2,548844300.6397849,0.9999415077790371,C
DIF-250-100-250,ANDINA,LLAVE STILLSON RECTA 10 X 250mm,4388,1,1,548848688.6397849,0.9999495022928382,C
325-120-070-000,CONDOR,GRAPA PARA CABLE DE VIA FERRATA 1/2,4196,2,1,548852884.6397849,0.9999571470011129,C
388-150-020-000,CONDOR,ANILLO PERA 1/2,3518,2,1,548856402.6397849,0.9999635564586227,C
631-180-040-000,CONDOR,CONECTOR RAPIDO RECTO ROSCADO 7/16,3490,2,1,548859892.6397849,0.9999699149028264,C
DIF-300-100-100,ANDINA,BROCA PARA METAL 10mm,2950,1,1,548862842.6397849,0.9999752895189871,C
DIF-220-110-060,ANDINA,ALICATE PUNTA LARGA 6,2914,2,2,548865756.6397849,0.9999805985466116,C
DIF-300-140-010,ANDINA,"SET 9 BROCAS PARA METAL, MADERA Y CONCRETO 5 A 8mm",2868,1,1,548868624.6397849,0.9999858237666621,C
DIF-600-739-025,ANDINA,POLEA DE ESCALADA SIMPLE 1,1777,1,1,548870401.6397849,0.999989061289685,C
DIF-220-120-060,ANDINA,ALICATE CORTANTE 6,1714,1,1,548872115.6397849,0.9999921840327697,C
DIF-300-110-060,ANDINA,BROCA PARA CONCRETO 6mm,883,1,1,548872998.6397849,0.9999937927738103,C
DIF-210-100-615,ANDINA,DESTORNILLADOR PUNTA PALETA 6 X 150mm,759,1,1,548873757.6397849,0.9999951755987818,C
DIF-210-110-615,ANDINA,DESTORNILLADOR PUNTA PHILLIPS 6 X 150mm,740,1,1,548874497.6397849,0.9999965238075814,C
DIF-600-739-012,ANDINA,POLEA DE ESCALADA SIMPLE 1/2,728,1,1,548875225.6397849,0.9999978501535357,C
DIF-210-130-110,ANDINA,PERILLERO 6X36 PUNTA PHILLIPS,600,1,1,548875825.6397849,0.9999989432958056,C
DIF-210-110-410,ANDINA,DESTORNILLADOR PUNTA PHILLIPS 4 X 100mm,580,1,1,548876405.6397849,1,C
